pathway	UCH_02_Basal	UCH_02_Cronico	UCH_02_PosI	UCH_03_Basal	UCH_03_Cronico	UCH_03_PosI	UCH_04_Basal	UCH_04_Cronico	UCH_04_PosI	UCH_05_Basal	UCH_05_Cronico	UCH_05_PosI	UCH_07_Basal	UCH_07_Cronico	UCH_07_PosI	UCH_08_Basal	UCH_08_Cronico	UCH_08_PosI	UCH_09_Basal	UCH_09_Cronico	UCH_09_PosI	UCH_10_Basal	UCH_10_Cronico	UCH_10_PosI	UCH_11_Basal	UCH_11_Cronico	UCH_11_PosI	UCH_12_Basal	UCH_12_Cronico	UCH_12_PosI	UCH_13_Basal	UCH_13_Cronico	UCH_13_PosI	UCH_15_Basal	UCH_15_Cronico	UCH_15_PosI	UCH_16_Basal	UCH_16_Cronico	UCH_16_PosI	UCH_17_Basal	UCH_17_Cronico	UCH_17_PosI	UCH_18_Basal	UCH_18_Cronico	UCH_18_PosI	UCH_19_Basal	UCH_19_Cronico	UCH_19_PosI	UCH_20_Basal	UCH_20_Cronico	UCH_20_PosI	UCH_21_Basal	UCH_21_Cronico	UCH_21_PosI
GLUTORN-PWY	3747.273	3468.8591	5605.9436	6655.536	7792.5432	7191.3685	3809.3696	4714.8179	7108.2244	6117.3369	5067.9848	5063.6301	4528.6911	3754.2756	4908.9151	4018.5808	5133.3889	3842.5023	4319.98	4187.2329	4731.9287	3436.0157	4357.9124	1414.4379	3800.384	3088.1818	3947.2676	5175.9307	4497.8769	4101.8764	5219.0349	3962.7782	4263.0156	2471.9325	1916.807	5258.7583	2052.0383	1868.4376	2435.7874	3689.4119	4258.9804	3927.884	3790.5754	4376.0771	3889.7652	5658.3962	1665.975	3512.2286	2156.4507	3478.5853	3498.6871	3222.1958	5374.3519	4747.9494
GLYCOCAT-PWY	6070.3111	5806.9876	9091.8613	11586.3736	12421.6945	12063.2882	7719.5636	7842.6942	13250.1962	10333.8057	9726.4442	10688.3252	8917.2277	8719.557	10437.6342	5975.0685	7131.6945	5904.5532	9469.4731	7139.2077	9999.4136	8128.994	9257.2692	2810.9093	8566.0756	7562.9452	9143.1738	9333.4906	9142.7861	7701.7287	8728.6609	8256.4416	8325.1073	4872.2583	3760.7701	6441.1894	3817.6262	3236.448	4922.9524	8551.3825	9054.1056	8125.2052	7701.6179	8364.193	7533.5798	10631.1141	2717.4729	6939.6729	3514.1498	6642.1707	6677.7718	5086.0763	7131.8982	6131.0599
GLYCOGENSYNTH-PWY	6658.8349	6787.1443	9370.2788	12583.5239	14158.5184	13221.9338	6804.5541	5471.1471	12673.9192	6494.5044	8781.9685	8842.5042	8393.0372	7778.633	9538.4631	5818.1078	6950.062	5490.6933	8014.365	5024.9019	8510.0473	7099.4345	8555.752	2285.14	8016.7562	6639.7646	7709.5221	9624.1312	8470.1815	7415.9584	7896.8196	6835.2972	7451.1228	5419.9448	3805.4928	6705.4294	4437.3919	3507.5688	4791.3729	7849.8412	8355.2321	7813.1425	7260.655	8534.4515	8012.7125	9819.1607	1871.2251	5577.2908	3938.9525	6183.1563	6520.2854	5966.9458	9328.5028	8219.7326
GLYCOL-GLYOXDEG-PWY	11.5416	11.4818	4.259	63.0781	22.2163	40.62	18.4687	0	0.5798	0.9799	1.9984	0	622.0493	858.9459	130.8665	734.5913	76.3944	286.2297	7.5904	2.5788	0	0	227.5138	87.7086	0.28	9.9607	3.1984	6.6985	5.4035	12.7279	522.9147	216.0045	616.7318	48.438	21.3332	38.3953	56.0039	10.3244	42.207	319.1423	181.1716	522.0018	257.5771	254.5511	122.7213	6.5713	0.28	4.3363	8.4296	12.4642	53.4251	9.5433	26.2507	66.663
GLYCOLYSIS	3970.2621	2408.0613	5603.358	4646.6432	2399.6275	3003.3943	6527.0747	7089.6302	7063.9512	9002.224	6231.432	8806.5765	6702.5899	7259.0902	7430.7119	4316.9548	4832.3047	5121.9241	8118.1158	6209.5182	8387.3323	6328.2091	6463.0434	2486.8193	5889.0229	6095.9457	7900.746	4438.0533	6091.6742	5031.6607	7528.4695	7363.3871	7061.5733	1831.3387	1950.1475	2229.4953	1958.7115	1970.6187	3089.5542	5550.0272	5827.8259	5367.5835	5488.1873	4438.2811	3649.2976	8253.1426	2488.2811	5942.4873	1976.8557	4602.0267	3631.9758	978.0275	1605.4853	2055.5418
GLYCOLYSIS-E-D	158.9004	49.3589	245.0007	575.2087	371.2063	594.4766	85.1699	46.3134	69.2259	76.2132	99.0897	50.5906	461.3126	704.6528	701.6027	1860.9718	180.9954	370.5053	96.0689	97.8814	42.022	137.4785	793.7674	265.6529	81.9452	116.6693	125.1981	287.7467	418.7554	375.184	20.0885	71.4867	55.5454	454.1582	495.37	165.6845	529.4907	419.0192	757.1123	119.8905	196.9487	159.7585	699.5374	552.2158	564.5758	29.9199	7.3897	53.7198	33.5473	48.9021	99.6274	64.174	211.5323	274.5235
GLYCOLYSIS-TCA-GLYOX-BYPASS	0	0	7.996	10.014	4.349	6.1031	27.615	0	1.7238	2.899	5.8682	0	55.1971	5.6479	77.3311	1631.8674	58.7045	190.2847	20.9243	7.5169	0	0	404.9189	190.5057	0.8368	27.3908	9.3328	15.7736	5.6191	18.4207	3.6147	9.4556	24.6778	5.0519	2.569	12.9391	2.5947	2.533	4.7871	3.8194	2.5926	6.2895	33.8567	23.0648	8.8867	2.4253	0.8066	11.9513	2.4543	2.5031	3.0065	25.5036	71.6623	183.6267
GLYOXYLATE-BYPASS	11.9538	11.9619	4.2726	69.9092	59.9603	56.4488	18.5451	0	0.5799	0.9799	1.9995	0	741.671	976	133.46	913.5435	81.179	330.6088	7.5958	2.5794	0	0	237.8539	89.3315	0.28	9.9896	3.1992	6.8322	5.4157	12.9207	576.8192	220.3177	670.515	59.2428	22.2131	41.8261	74.9695	10.5532	44.6549	364.5973	190.6754	664.7116	301.1682	328.2082	182.1563	6.576	0.28	4.3383	8.564	12.549	55.9492	10.1207	27.8534	85.876
HEME-BIOSYNTHESIS-II	70.8076	57.5836	38.3499	98.4992	102.646	80.4243	27.5506	8.7799	13.4602	13.8948	22.5311	15.3668	543.4615	703.6587	123.5967	669.5228	184.1413	323.579	13.8251	3.4302	17.0456	2.5177	126.8089	68.9143	21.7166	32.9312	40.2127	23.9955	38.695	53.5823	408.4488	161.7266	479.4427	49.37	21.522	45.6243	133.0647	39.941	166.9213	280.5533	166.8597	491.7917	234.3915	263.7337	185.7205	16.084	2.7228	19.0119	17.2729	46.8736	91.7091	19.2942	43.1327	115.9623
HEMESYN2-PWY	72.7815	58.3723	57.3171	170.5251	150.6568	211.7831	71.2077	16.3717	25.1131	19.7524	68.8733	57.1311	806.4699	1014.1749	276.32	1022.5221	228.2473	400.818	37.4625	3.5785	25.7372	2.599	353.289	144.2499	69.4566	88.1086	185.098	80.9196	166.812	230.0928	618.3075	238.4435	743.2169	89.8982	58.2959	64.5962	137.7424	40.2096	173.4932	478.2961	308.2234	747.5173	357.27	401.4218	242.2351	83.5907	3.5759	49.3507	17.316	47.7899	95.9464	23.2537	98.0715	124.3456
HEXITOLDEGSUPER-PWY	121.2694	127.2464	185.8691	364.7797	333.768	298.0081	549.0414	818.8246	883.3498	64.1658	425.4837	253.0234	297.4078	433.828	553.7411	1404.8751	136.3114	155.5886	401.6782	134.7862	431.0345	374.0461	598.7707	191.152	423.0246	566.8302	330.3234	472.2054	504.5642	610.8949	350.011	234.6628	387.1359	228.7648	333.3413	128.6256	159.8362	179.4275	249.9319	131.5046	237.0007	153.7458	816.5667	415.9078	857.0553	443.8219	53.5059	138.2994	183.6011	555.4691	538.163	100.8322	188.505	650.7837
HISDEG-PWY	166.0928	107.4956	386.9427	292.9602	87.1098	150.9083	2248.0618	4167.57	1147.9685	6172.8896	1446.8534	4191.6547	2018.1619	2882.7301	1893.9766	1180.143	834.8837	1656.5777	3504.9113	3816.5931	3768.9112	2102.1672	1558.0279	1312.2553	1337.3611	2047.8652	3293.0628	247.7186	1197.6094	396.5185	2471.308	3297.6983	2655.5291	147.1197	193.3233	207.5099	169.1992	195.2175	391.3404	1340.4739	1147.358	1473.9034	924.5219	709.1665	487.1165	2297.7442	1496.8239	2985.1135	203.1421	584.7292	489.3534	80.8329	137.1956	123.2057
HISTSYN-PWY	4754.703	4694.5457	6596.9446	8227.1521	9006.2555	8439.7425	5511.2104	5937.0203	8290.1832	7650.212	6122.0654	7224.7059	6623.3596	6448.3053	6896.8519	4671.0386	5877.4253	5009.4569	6817.9141	5260.7384	7156.7291	5647.4571	6128.2225	2040.8406	5779.7877	5609.6211	6676.2081	6248.9058	6272.6392	5327.9227	6796.3289	6143.088	6182.2229	3755.6984	2722.6126	5693.5739	3496.4195	2978.5366	3741.6839	5977.3682	6323.3493	5935.7937	5658.3883	6333.7789	5918.8773	7466.4155	2140.778	4989.8527	3311.1427	4902.7531	5174.1082	3853.7072	6390.1419	6265.8921
HOMOSER-METSYN-PWY	1258.1177	890.2307	1465.3667	1294.4871	2140.8616	1523.2816	1671.8948	1584.4952	1749.5134	346.4054	1701.1225	1023.3209	1279.0743	1601.1342	1272.6525	3046.8039	625.2244	602.3331	746.9152	617.2214	880.6552	837.6527	1637.8247	593.7931	917.0942	1221.4836	1021.1228	1213.135	1028.2612	1608.463	1049.5768	1192.1515	1115.4769	317.0822	382.8755	382.2251	421.0897	335.2455	514.5651	712.2637	860.9891	1034.0365	1831.0467	1019.9473	1196.4402	2357.1189	521.145	599.9526	352.4818	1266.5385	1117.5659	1782.2406	4619.4876	4727.6246
HSERMETANA-PWY	1321.0649	922.7426	1528.1695	1334.3264	2242.3309	1578.0667	1774.4048	1666.9178	1822.7112	349.2228	1793.867	1049.2836	1085.2428	902.8539	1318.6768	3404.1636	636.8064	615.6562	762.5892	631.178	901.2985	861.4094	1722.7733	625.9517	945.6351	1274.3001	1050.3589	1259.4507	1061.1603	1705.6	1088.4278	1237.035	1135.5815	322.177	393.2562	386.7104	430.3763	342.022	527.8244	729.1704	883.3652	887.6911	1942.0326	1051.4101	1241.3026	2509.5651	546.3072	613.8731	359.1717	1328.253	1162.8504	1956.0333	5393.4373	5503.0249
ILEUSYN-PWY	5837.3159	5526.3243	8109.5938	9726.2888	10459.6258	10048.0715	6570.6249	6691.4124	9702.2817	8593.023	7505.1943	8596.1031	7919.0515	7675.7825	8361.8471	5456.9229	6660.2263	5540.9801	7787.2085	5954.3782	8265.5838	6382.9282	7415.7171	2384.3094	7015.0844	6528.9397	7754.5102	7659.2864	7362.8552	6674.3478	8129.3309	7216.6726	7362.9657	4509.1262	3325.911	6813.9927	4142.0484	3535.0853	4445.4598	7060.9402	7440.0234	7096.7923	6997.3022	7738.9768	7256.3495	8929.4761	2329.9393	5689.8984	3850.4479	6062.3099	6161.467	4433.52	7098.1621	7165.1441
KDO-NAGLIPASYN-PWY	0	0	8.9245	8.9204	3.8417	5.4084	33.842	39.6422	10.2337	19.8579	76.0531	146.8605	65.4718	36.5028	371.8029	1000.0276	62.1759	206.3923	69.0819	10.2937	31.7426	0	598.7677	417.5349	1.1191	69.7464	303.8815	25.1246	13.5406	33.3345	3.4348	24.6952	79.5826	4.4784	2.3048	11.7446	70.2357	2.3168	142.9918	71.1322	2.3152	5.6531	30.096	20.3953	7.892	2.3177	1.1192	25.1558	2.317	10.2377	2.713	30.6632	73.1688	225.6812
KETOGLUCONMET-PWY	0	0	2.2702	2.2681	0	1.3758	7.451	0	0.579	0.9674	1.9884	0	11.6031	1.2466	10.9106	3.9863	5.8565	0	7.1955	2.5328	0	0	3.9418	0	0.2792	9.3976	3.1012	4.3993	1.3801	4.5823	0.8561	2.202	5.8439	1.094	0	0	0.577	0.5774	1.0724	0.848	0.5758	1.3621	7.417	3.8727	0	0.5798	0.2798	4.2811	0	0	0.6737	0	5.9936	0
LACTOSECAT-PWY	45.2814	55.0385	96.8314	145.7764	126.8715	100.1871	23.1884	1.9935	39.7255	7.3267	5.8986	7.6704	66.9791	72.1291	78.6013	39.1245	40.6037	38.159	1.9877	0	0	0	93.3254	0	0.9971	2.9789	0	1.9901	18.1858	1.992	0	3.9176	12.5197	3.9144	0.9956	0.9902	7.9135	10.9137	26.6809	52.1597	87.9115	59.9413	4.9608	9.7512	14.2304	4.9361	0.98	2.9434	0.9926	1.9907	2.9778	0.9898	2.9488	1.993
MET-SAM-PWY	1741.6912	1269.8811	2069.6973	1870.3339	2970.5723	2176.8694	2283.2676	2201.5169	2456.5069	528.2788	2329.2301	1499.3041	1823.7736	2249.4454	1821.8628	3634.8812	928.0143	892.9378	1105.3818	913.6595	1294.126	1217.0483	2263.5478	822.0336	1327.3064	1723.3719	1484.9359	1720.4986	1483.3474	2187.524	1543.6229	1713.8816	1610.6941	473.7592	560.3913	577.1079	621.3211	497.5364	755.3659	1047.0663	1253.1151	1484.5748	2496.6198	1471.4938	1699.6503	3202.4846	730.5164	885.4902	520.7005	1749.7869	1562.9533	2258.0501	5366.8683	5427.9391
METH-ACETATE-PWY	1285.8815	1396.2086	3290.9107	3101.3157	2746.7381	3784.0359	2001.1098	1387.2891	3618.8853	891.1058	2022.0575	1206.3557	2075.3203	1211.6	2701.6939	1529.3534	992.7985	891.7384	1688.8743	671.4213	1111.3872	1406.98	2071.8489	476.4968	2784.1643	1507.452	1148.273	3310.4051	2601.032	2429.3815	2408.0974	1316.6906	1848.9334	1618.5644	1321.8159	1267.3853	709.561	656.6043	729.1572	1254.1671	1278.592	1139.3622	1942.2433	2184.8269	2133.3369	3567.2782	307.5242	1303.5138	514.1234	1934.2714	1625.1033	1388.7209	2625.2176	1418.1853
METHANOGENESIS-PWY	11.2515	1.6091	30.4152	1.6277	0	4.841	0	0	0	0	0	0	38.3124	46.1348	11.2247	0	0	0	0	0	0	0	1.6327	0	0	0	0	8.1257	39.7337	44.5392	0	0	0	7.993	6.3398	7.9013	1.6419	8.0716	3.2301	14.4557	36.4927	33.4306	17.8376	8.1419	16.2613	0	0	0	0	1.6071	0	1.6065	0	0
NAD-BIOSYNTHESIS-II	130.2192	100.1442	218.4259	236.0054	140.1292	183.4938	34.4688	9.9933	2.5792	4.9787	89.1395	75.6762	119.2074	119.7843	184.2923	954.3341	249.5225	211.1425	65.2951	111.694	45.8612	55.6767	297.5607	150.0208	75.5377	63.5225	131.8309	166.045	180.9029	234.7939	109.621	75.7678	130.9344	110.346	84.5276	43.7322	77.1823	48.1193	85.7952	83.8112	118.5293	78.4205	86.2965	64.307	89.6019	207.0714	6.2729	77.8148	18.5174	59.9789	50.167	65.4512	126.975	129.4393
NAGLIPASYN-PWY	824.5503	1138.0018	388.7267	365.733	168.99	234.5437	2307.1024	4232.2419	1143.4103	6088.806	1469.7974	4151.4502	1677.6379	2376.1254	1938.8979	1101.7458	1099.1569	1835.2664	3497.3613	3840.0782	3717.296	2168.6253	1579.6816	1321.9694	1334.3335	2110.2099	3318.1889	269.4971	1249.1668	415.9372	2156.8563	3169.7566	2275.1203	220.9903	320.1212	232.2821	1197.7898	1572.6627	1572.6713	1160.0316	1043.4498	1098.9054	840.101	592.6728	522.3552	2251.7451	1524.1647	2975.5766	1698.0424	1197.563	971.1291	110.508	165.268	574.2413
NONMEVIPP-PWY	4976.3663	4902.1063	6782.5555	8390.6915	9153.7007	8701.1043	5762.1294	6273.4171	8592.5893	8279.1969	6374.7571	7922.3028	7027.5091	6896.8779	7421.2565	4856.0911	6144.8591	5222.3819	7257.3907	5610.2942	7716.7304	5856.0161	6523.0535	2218.4243	6100.1225	5763.8485	7237.0702	6523.1286	6479.1484	5615.6659	7354.8807	6673.0175	6665.8918	3932.1711	2892.4756	5767.6233	3874.6447	3332.5674	4120.2561	6220.8405	6594.9399	6206.4227	6082.3488	6748.3419	6287.7618	7841.2254	2232.7863	5296.3437	3645.8314	5285.5353	5505.6037	3873.8909	6281.7493	6233.0385
NONOXIPENT-PWY	6894.0581	6665.8092	9683.2597	12377.2782	13539.8783	12688.7676	8010.9552	8612.2514	12720.7568	10987.5361	9322.7278	11002.1414	10150.1485	9625.7848	10767.2796	7542.3161	8819.2827	7339.5631	10126.1927	7551.4521	10934.9338	8262.4916	9538.6497	2996.4803	8774.7352	8214.8256	10029.186	9594.9722	9321.9303	8196.4561	10180.6992	9005.9904	9138.5854	5730.3733	4214.7695	7857.1177	5102.6946	4118.5299	5424.1137	8884.8005	9687.2521	8899.7451	8747.0902	9885.3629	9298.0849	11189.8101	2911.281	7177.9304	4553.9274	7517.4473	7952.3492	5679.4815	8949.5837	8924.8334
OANTIGEN-PWY	3984.3867	3741.9525	5509.8008	7099.2402	7870.2603	7206.433	3569.6443	1625.732	6870.1542	3469.3317	4811.7933	4813.3761	5404.308	5163.8116	5464.2079	3534.2413	4360.6695	3346.5398	4378.6683	2012.4911	4867.703	4062.9299	5021.3192	1257.7721	4548.293	4028.0434	4689.4079	5328.0368	5023.2553	4465.223	4619.0473	3772.9959	4394.0367	3332.0625	2318.8996	5386.7422	2870.9438	2087.2445	2918.925	4999.4627	5251.6917	5035.3564	4797.0109	5442.3886	5118.5193	4722.6983	788.3379	2662.2735	2326.9333	3894.9922	4159.2656	3086.1702	4269.732	4207.8928
ORNARGDEG-PWY	0	0	0	0	0.5788	0.9922	3.4255	0	0	0.5367	0	0	13.7155	0.6578	1.7797	91.8969	4.6892	33.825	7.3658	0	0	0	12.3765	32.5308	0	0	3.154	0	0	0.8462	0	1.2387	4.873	0	0	1.3722	0	0	0.966	0	0	0	8.3155	5.1779	2.3149	0	0	1.9129	0	0	0.4987	0	0.9122	4.4901
ORNDEG-PWY	0	0	0	0	0.9783	1.3777	7.2101	0	0	0.8675	0	0	12.3751	1.2566	18.855	692.887	10.8885	34.6008	5.6219	0	0	0	131.3957	67.313	0	0	3.119	0	0	4.8752	0	2.0653	5.3686	0	0	3.023	0	0	1.079	0	0	0	7.7136	5.2182	1.9946	0	0	3.1494	0	0	0.6604	0	21.1778	59.3894
P105-PWY	0	0	12.6255	16.4691	7.1841	10.0416	48.5413	0	2.8985	4.8978	9.9821	0	94.3679	9.4268	126.6232	2177.7883	102.6967	351.8926	37.8322	12.8766	0	0	726.2464	394.0569	1.3996	49.6003	15.9693	25.387	8.8035	28.9137	6.4351	16.4542	48.5729	8.3298	4.2296	21.3649	4.3108	4.1295	7.8972	6.427	4.3329	10.606	56.1253	38.3835	14.7563	4.0219	1.3993	21.6291	4.086	4.162	5.0325	47.8575	126.2357	364.8665
P108-PWY	497.566	274.6795	857.8379	809.4384	360.7798	550.2359	3552.0731	5802.1172	1916.2411	8233.674	2647.5886	5985.3058	3132.9275	4141.3233	3266.9037	1113.4314	1538.2836	2478.0238	5225.4088	5219.7917	5457.3526	3383.6426	2613.6527	1844.9229	2364.5472	3402.5138	4930.9497	650.2245	2172.5879	881.0643	3701.7497	4798.8831	3830.4661	460.1391	621.4758	434.2576	656.2746	589.0549	1089.8029	2183.1046	1917.0469	2223.5104	1723.8771	1407.091	1149.1279	3960.741	2088.0915	4313.0452	449.1784	1193.2995	990.5917	231.252	367.0706	319.467
P122-PWY	885.2148	244.4664	1235.7729	523.2266	201.1913	436.9444	1012.1216	33.1061	342.8393	23.5687	364.1675	40.0551	758.0238	609.4828	281.1563	985.076	1451.7174	1675.5982	138.2076	4.3721	282.8649	308.2404	267.0511	0	282.2623	487.3387	264.947	668.5694	681.6386	1000.7757	2481.7496	808.3456	954.4073	411.3107	415.8382	244.1781	244.1833	282.0719	283.5724	496.1551	525.5725	655.8927	1582.4954	1027.0082	953.6381	524.892	26.0035	155.8532	291.1847	841.1522	509.1128	183.7164	177.0896	174.4448
P124-PWY	1384.941	348.9531	1882.3021	769.0618	283.1926	672.4134	1204.2567	37.8459	411.9802	26.9339	426.2803	45.8101	937.0754	724.4137	327.5126	1294.1604	2707.0973	2416.6047	158.6109	4.9969	325.4892	359.4544	312.4203	0	330.9951	573.6526	305.5911	937.0417	849.8297	1421.4641	3508.3546	946.8207	1155.1723	738.0182	629.8104	361.8107	378.6767	461.4534	373.6681	608.9827	652.1315	847.9608	2412.6392	1545.3705	1556.51	614.0103	29.7486	178.729	451.4725	1119.6763	685.1682	248.9649	226.6418	208.3306
P125-PWY	0.48	0	0.24	0.24	0.3293	0.6494	7.3923	3.8398	7.2294	0.5778	0.952	0.2933	2.2956	1.2414	0.7826	0	0	0	0	0	0.48	0.96	3.6702	0.8872	1.02	1.86	0.8425	3.4799	40.24	4.0056	0	0	1.2303	0.288	0.3	2.0604	1.02	0.24	12.48	0.96	0	1.08	0.9457	4.9206	0.3679	13.7226	0.78	6.3112	0.54	1.56	5.9861	1.26	9.5862	17.1439
P161-PWY	3527.4641	2737.9286	6478.4446	5571.6286	4985.0967	5760.2146	3008.0565	1909.8734	4687.8494	2065.6318	3073.3365	2562.6534	5131.8767	4524.1261	4492.2319	4119.7213	4573.6926	2955.574	3431.8355	1493.8577	2932.2164	3073.0602	4043.0981	1120.4572	4875.9793	3769.9902	3922.0744	4565.9	4351.465	4316.3103	4234.2487	3233.9382	4012.2018	3500.3491	2491.0901	6751.6373	2443.3697	1527.7394	2025.1902	4712.419	4786.3181	4573.3821	5035.4885	5889.6051	5370.6114	5409.0194	798.6613	2179.618	1414.2221	3856.384	4228.7819	2864.3124	5804.7846	5610.2784
P162-PWY	21.1927	15.4015	17.7504	83.5237	29.8707	52.1078	10.3215	0	21.737	4.249	19.2906	3.809	36.3494	150.9858	110.6638	27.73	70.0604	170.0189	25.8286	2.2786	9.8037	22.875	73.8741	0	9.3735	7.3134	4.9613	24.4707	12.5386	23.954	5.3307	0	18.075	1.3458	10.3968	13.1256	33.4064	22.9661	75.4884	32.4757	30.3793	6.5543	7.8991	60.7368	24.1324	2.5671	0	1.3045	12.8745	19.506	53.1599	7.9402	23.4411	0
P163-PWY	23.3126	15.4575	156.9157	108.4809	33.9883	118.0885	14.6268	10.6403	1.3193	28.7188	59.8848	13.1742	19.9112	43.6453	25.1728	98.4482	167.7981	123.699	9.2837	5.2774	5.3117	40.8144	10.6498	0	13.2577	46.0679	9.2923	47.1421	77.0049	88.4536	84.4293	38.3966	22.5987	60.9973	37.1014	10.5528	10.5241	54.0301	23.6035	40.8623	49.9935	39.5889	42.1614	35.521	71.8288	35.7233	3.9134	7.9599	1.3181	14.5795	9.2779	12.8318	16.8208	9.0589
P164-PWY	1126.7737	1212.5926	2723.2953	2574.6587	1996.2612	2908.1593	1150.6226	992.3401	2100.1505	356.4743	845.7059	745.6632	1353.7554	1018.9328	1576.7812	1524.9434	2761.9622	2312.967	1269.2116	911.7941	816.3461	1148.3571	1400.3563	377.2267	1397.148	1019.742	1049.355	2341.4252	2099.3329	1805.9523	2135.2543	1475.4579	1628.8537	1145.6078	1039.2398	1179.41	684.2297	681.4691	800.8224	963.9209	1226.8477	1079.9963	1539.4836	1746.0448	1864.9706	2611.493	318.1663	1029.83	306.1939	1124.5389	954.1741	876.0829	1330.6942	1013.7837
P221-PWY	215.5976	326.0278	772.2909	986.1332	658.4756	920.9846	544.5011	363.6146	328.6142	7.9848	147.972	98.1399	289.8274	271.5982	414.6617	180.6081	121.9386	27.7529	259.4855	84.7814	324.3096	134.815	343.1202	46.9993	420.2998	502.4204	511.7733	514.6294	754.303	508.1188	1254.9287	1010.063	872.0361	142.6425	255.9192	124.0081	202.7863	217.5278	473.2838	251.5219	317.7393	238.0047	629.7171	537.0476	751.3808	259.8637	54.25	111.3475	141.3518	585.664	392.9884	126.739	266.6975	544.4215
P23-PWY	166.9561	52.0132	246.1866	153.9814	81.8811	191.2661	91.2425	49.8134	72.5351	59.9806	105.6522	54.1675	276.2601	190.3543	648.9453	1766.3074	124.1665	196.2808	100.3913	10.7431	44.7094	143.9581	743.9593	278.7894	86.8228	125.3572	133.052	272.9936	429.5111	375.1611	21.5883	76.2787	59.5366	203.811	149.5766	103.0766	184.8212	297.6186	284.7868	126.8387	125.5977	170.5977	699.6731	497.5954	452.8563	31.7765	7.927	57.2876	34.6247	52.1466	103.0263	57.8578	168.1218	233.0161
P241-PWY	11.3212	1.7377	30.1275	1.7418	0	5.1037	0	0	0	0	0	0	37.6235	46.6695	12.0007	0	0	0	0	0	0	0	1.7458	0	0	0	0	8.5459	38.9946	46.0746	0	0	0	8.1396	6.4128	8.0871	1.7354	8.6464	3.4738	15.0377	36.8629	35.4896	18.8004	8.6037	17.1168	0	0	0	0	1.7228	0	1.7283	0	0
P261-PWY	13.8267	3.4178	24.5882	3.8298	0	10.2505	0	0	0	0	0	0	86.3139	105.2461	23.2669	0	0	0	0	0	0	0	3.8527	0	0	0	0	8.6007	33.4346	43.0769	0	0	0	15.8389	10.6147	14.7196	3.8118	12.139	7.1685	33.1845	68.7106	75.9323	39.212	19.0142	34.1374	0	0	0	0	3.269	0	1.1429	0	0
P281-PWY	0	0	1.4699	1.5046	0.3861	0.3853	4.3453	0	0.3864	0.3781	1.3276	0	0.3857	0.572	12.0392	502.4567	8.2623	14.8829	0	1.6912	0	0	87.0937	38.1061	0.1866	6.5823	0	3.2081	0.9438	3.0329	0.5717	0.9412	1.7048	0.7514	0.3858	1.4964	0.3808	0.3816	0.1856	0.5677	0.3854	0.9326	0.3864	0.5717	0	0.3861	0.1853	2.0208	0.3858	0.3864	0.1866	6.1566	16.7797	54.8736
P4-PWY	2307.854	1895.3073	3199.1179	2964.119	4053.5105	2482.9884	2165.1139	1222.8832	1762.7745	477.3633	1567.966	2173.4612	2351.5761	2396.219	1762.4715	2730.2797	1234.8437	1424.2895	1305.4724	1188.2556	1703.9506	801.9543	2137.8135	587.7228	1373.9837	1710.0345	1258.9599	1698.1447	1065.8558	2302.1117	2526.9725	1793.9504	2206.7847	511.4041	455.7128	559.5403	703.4387	822.578	1153.7697	1498.4903	1493.2103	2168.1696	2577.1343	1880.3214	1928.2994	3860.3595	812.4438	1309.3965	515.5529	1751.3273	1269.64	2683.249	5754.7581	5471.3857
P42-PWY	1839.2988	2106.8274	1767.5057	1341.0147	529.6935	796.8049	5679.2488	8127.5742	3735.9532	10482.5979	4249.7112	8991.3116	5114.2485	6432.6287	5325.8711	2746.8709	3426.6384	4744.3588	8112.747	6947.9621	8521.1166	5520.0025	4364.7528	2697.7582	4119.7509	5538.6774	7846.6288	1289.7695	3928.8648	2119.0996	6304.1923	7342.4955	6199.7053	661.9306	902.3969	927.4337	2107.5022	2490.6004	2759.8046	3827.2834	3572.3648	3865.0961	2925.8531	2227.244	1732.2225	6205.4467	2750.9988	6321.2365	2782.7439	2963.1032	2598.0046	407.5871	580.0061	1248.7882
P441-PWY	317.8537	102.2911	495.7702	1159.5975	764.6209	1169.2956	174.4804	95.5717	143.3879	155.189	202.6943	247.2225	887.4095	1283.9499	1309.5989	2548.2362	359.8251	677.9122	196.7138	196.5417	87.001	277.4829	1440.5949	591.3934	169.0285	237.9757	494.2244	576.3779	814.2918	737.9967	41.8691	147.0163	114.834	850.3297	881.9862	321.7905	1004.1974	753.7865	1229.5692	244.7005	397.2137	323.1761	1292.9577	1049.4189	1070.631	62.3221	15.3538	110.5296	68.7331	101.1873	203.5794	127.3783	402.1344	506.2418
P461-PWY	76.3826	83.0767	104.3131	249.5654	311.0781	211.4984	547.1612	930.2945	818.3738	35.9165	378.472	323.5298	196.7189	306.5403	510.5186	1020.2134	76.3202	69.4422	327.2998	124.9633	403.4405	342.4046	662.6753	163.3786	417.2942	610.1317	344.5458	401.1672	395.4026	571.9157	292.5999	202.6667	255.5996	163.9285	252.602	119.5106	70.296	200.5366	149.8458	79.8005	164.9091	103.0442	713.6806	274.9992	722.4762	305.3672	34.8403	78.1591	199.6729	582.1945	601.9194	69.0637	152.661	984.8936
